"number of E (V), "	I (A) couples: 20000
0.1481	-5.86E-10
0.1482	-5.83E-10
0.1483	-5.81E-10
0.1484	-5.79E-10
0.1485	-5.77E-10
0.1486	-5.74E-10
0.1487	-5.72E-10
0.1488	-5.70E-10
0.1489	-5.68E-10
0.149	-5.66E-10
0.1491	-5.63E-10
0.1492	-5.61E-10
0.1493	-5.59E-10
0.1494	-5.57E-10
0.1495	-5.55E-10
0.1496	-5.53E-10
0.1497	-5.51E-10
0.1498	-5.48E-10
0.1499	-5.46E-10
0.15	-5.44E-10
0.1501	-5.42E-10
0.1502	-5.40E-10
0.1503	-5.38E-10
0.1504	-5.36E-10
0.1505	-5.34E-10
0.1506	-5.32E-10
0.1507	-5.30E-10
0.1508	-5.28E-10
0.1509	-5.26E-10
0.151	-5.24E-10
0.1511	-5.21E-10
0.1512	-5.19E-10
0.1513	-5.17E-10
0.1514	-5.15E-10
0.1515	-5.13E-10
0.1516	-5.11E-10
0.1517	-5.10E-10
0.1518	-5.08E-10
0.1519	-5.06E-10
0.152	-5.04E-10
0.1521	-5.02E-10
0.1522	-5.00E-10
0.1523	-4.98E-10
0.1524	-4.96E-10
0.1525	-4.94E-10
0.1526	-4.92E-10
0.1527	-4.90E-10
0.1528	-4.88E-10
0.1529	-4.86E-10
0.153	-4.85E-10
0.1531	-4.83E-10
0.1532	-4.81E-10
0.1533	-4.79E-10
0.1534	-4.77E-10
0.1535	-4.75E-10
0.1536	-4.73E-10
0.1537	-4.72E-10
0.1538	-4.70E-10
0.1539	-4.68E-10
0.154	-4.66E-10
0.1541	-4.64E-10
0.1542	-4.63E-10
0.1543	-4.61E-10
0.1544	-4.59E-10
0.1545	-4.57E-10
0.1546	-4.55E-10
0.1547	-4.54E-10
0.1548	-4.52E-10
0.1549	-4.50E-10
0.155	-4.48E-10
0.1551	-4.47E-10
0.1552	-4.45E-10
0.1553	-4.43E-10
0.1554	-4.42E-10
0.1555	-4.40E-10
0.1556	-4.38E-10
0.1557	-4.36E-10
0.1558	-4.35E-10
0.1559	-4.33E-10
0.156	-4.31E-10
0.1561	-4.30E-10
0.1562	-4.28E-10
0.1563	-4.26E-10
0.1564	-4.25E-10
0.1565	-4.23E-10
0.1566	-4.21E-10
0.1567	-4.20E-10
0.1568	-4.18E-10
0.1569	-4.17E-10
0.157	-4.15E-10
0.1571	-4.13E-10
0.1572	-4.12E-10
0.1573	-4.10E-10
0.1574	-4.09E-10
0.1575	-4.07E-10
0.1576	-4.05E-10
0.1577	-4.04E-10
0.1578	-4.02E-10
0.1579	-4.01E-10
0.158	-3.99E-10
0.1581	-3.98E-10
0.1582	-3.96E-10
0.1583	-3.95E-10
0.1584	-3.93E-10
0.1585	-3.92E-10
0.1586	-3.90E-10
0.1587	-3.89E-10
0.1588	-3.87E-10
0.1589	-3.86E-10
0.159	-3.84E-10
0.1591	-3.83E-10
0.1592	-3.81E-10
0.1593	-3.80E-10
0.1594	-3.78E-10
0.1595	-3.77E-10
0.1596	-3.75E-10
0.1597	-3.74E-10
0.1598	-3.72E-10
0.1599	-3.71E-10
0.16	-3.69E-10
0.1601	-3.68E-10
0.1602	-3.67E-10
0.1603	-3.65E-10
0.1604	-3.64E-10
0.1605	-3.62E-10
0.1606	-3.61E-10
0.1607	-3.60E-10
0.1608	-3.58E-10
0.1609	-3.57E-10
0.161	-3.55E-10
0.1611	-3.54E-10
0.1612	-3.53E-10
0.1613	-3.51E-10
0.1614	-3.50E-10
0.1615	-3.49E-10
0.1616	-3.47E-10
0.1617	-3.46E-10
0.1618	-3.45E-10
0.1619	-3.43E-10
0.162	-3.42E-10
0.1621	-3.41E-10
0.1622	-3.39E-10
0.1623	-3.38E-10
0.1624	-3.37E-10
0.1625	-3.35E-10
0.1626	-3.34E-10
0.1627	-3.33E-10
0.1628	-3.31E-10
0.1629	-3.30E-10
0.163	-3.29E-10
0.1631	-3.28E-10
0.1632	-3.26E-10
0.1633	-3.25E-10
0.1634	-3.24E-10
0.1635	-3.23E-10
0.1636	-3.21E-10
0.1637	-3.20E-10
0.1638	-3.19E-10
0.1639	-3.18E-10
0.164	-3.16E-10
0.1641	-3.15E-10
0.1642	-3.14E-10
0.1643	-3.13E-10
0.1644	-3.11E-10
0.1645	-3.10E-10
0.1646	-3.09E-10
0.1647	-3.08E-10
0.1648	-3.07E-10
0.1649	-3.06E-10
0.165	-3.04E-10
0.1651	-3.03E-10
0.1652	-3.02E-10
0.1653	-3.01E-10
0.1654	-3.00E-10
0.1655	-2.98E-10
0.1656	-2.97E-10
0.1657	-2.96E-10
0.1658	-2.95E-10
0.1659	-2.94E-10
0.166	-2.93E-10
0.1661	-2.92E-10
0.1662	-2.90E-10
0.1663	-2.89E-10
0.1664	-2.88E-10
0.1665	-2.87E-10
0.1666	-2.86E-10
0.1667	-2.85E-10
0.1668	-2.84E-10
0.1669	-2.83E-10
0.167	-2.82E-10
0.1671	-2.81E-10
0.1672	-2.79E-10
0.1673	-2.78E-10
0.1674	-2.77E-10
0.1675	-2.76E-10
0.1676	-2.75E-10
0.1677	-2.74E-10
0.1678	-2.73E-10
0.1679	-2.72E-10
0.168	-2.71E-10
0.1681	-2.70E-10
0.1682	-2.69E-10
0.1683	-2.68E-10
0.1684	-2.67E-10
0.1685	-2.66E-10
0.1686	-2.65E-10
0.1687	-2.64E-10
0.1688	-2.63E-10
0.1689	-2.62E-10
0.169	-2.61E-10
0.1691	-2.60E-10
0.1692	-2.59E-10
0.1693	-2.58E-10
0.1694	-2.57E-10
0.1695	-2.56E-10
0.1696	-2.55E-10
0.1697	-2.54E-10
0.1698	-2.53E-10
0.1699	-2.52E-10
0.17	-2.51E-10
0.1701	-2.50E-10
0.1702	-2.49E-10
0.1703	-2.48E-10
0.1704	-2.47E-10
0.1705	-2.46E-10
0.1706	-2.45E-10
0.1707	-2.44E-10
0.1708	-2.43E-10
0.1709	-2.42E-10
0.171	-2.41E-10
0.1711	-2.40E-10
0.1712	-2.39E-10
0.1713	-2.38E-10
0.1714	-2.37E-10
0.1715	-2.36E-10
0.1716	-2.36E-10
0.1717	-2.35E-10
0.1718	-2.34E-10
0.1719	-2.33E-10
0.172	-2.32E-10
0.1721	-2.31E-10
0.1722	-2.30E-10
0.1723	-2.29E-10
0.1724	-2.28E-10
0.1725	-2.27E-10
0.1726	-2.27E-10
0.1727	-2.26E-10
0.1728	-2.25E-10
0.1729	-2.24E-10
0.173	-2.23E-10
0.1731	-2.22E-10
0.1732	-2.21E-10
0.1733	-2.21E-10
0.1734	-2.20E-10
0.1735	-2.19E-10
0.1736	-2.18E-10
0.1737	-2.17E-10
0.1738	-2.16E-10
0.1739	-2.15E-10
0.174	-2.15E-10
0.1741	-2.14E-10
0.1742	-2.13E-10
0.1743	-2.12E-10
0.1744	-2.11E-10
0.1745	-2.10E-10
0.1746	-2.10E-10
0.1747	-2.09E-10
0.1748	-2.08E-10
0.1749	-2.07E-10
0.175	-2.06E-10
0.1751	-2.06E-10
0.1752	-2.05E-10
0.1753	-2.04E-10
0.1754	-2.03E-10
0.1755	-2.02E-10
0.1756	-2.02E-10
0.1757	-2.01E-10
0.1758	-2.00E-10
0.1759	-1.99E-10
0.176	-1.99E-10
0.1761	-1.98E-10
0.1762	-1.97E-10
0.1763	-1.96E-10
0.1764	-1.96E-10
0.1765	-1.95E-10
0.1766	-1.94E-10
0.1767	-1.93E-10
0.1768	-1.93E-10
0.1769	-1.92E-10
0.177	-1.91E-10
0.1771	-1.90E-10
0.1772	-1.90E-10
0.1773	-1.89E-10
0.1774	-1.88E-10
0.1775	-1.87E-10
0.1776	-1.87E-10
0.1777	-1.86E-10
0.1778	-1.85E-10
0.1779	-1.84E-10
0.178	-1.84E-10
0.1781	-1.83E-10
0.1782	-1.82E-10
0.1783	-1.82E-10
0.1784	-1.81E-10
0.1785	-1.80E-10
0.1786	-1.80E-10
0.1787	-1.79E-10
0.1788	-1.78E-10
0.1789	-1.77E-10
0.179	-1.77E-10
0.1791	-1.76E-10
0.1792	-1.75E-10
0.1793	-1.75E-10
0.1794	-1.74E-10
0.1795	-1.73E-10
0.1796	-1.73E-10
0.1797	-1.72E-10
0.1798	-1.71E-10
0.1799	-1.71E-10
0.18	-1.70E-10
0.1801	-1.69E-10
0.1802	-1.69E-10
0.1803	-1.68E-10
0.1804	-1.67E-10
0.1805	-1.67E-10
0.1806	-1.66E-10
0.1807	-1.65E-10
0.1808	-1.65E-10
0.1809	-1.64E-10
0.181	-1.64E-10
0.1811	-1.63E-10
0.1812	-1.62E-10
0.1813	-1.62E-10
0.1814	-1.61E-10
0.1815	-1.60E-10
0.1816	-1.60E-10
0.1817	-1.59E-10
0.1818	-1.59E-10
0.1819	-1.58E-10
0.182	-1.57E-10
0.1821	-1.57E-10
0.1822	-1.56E-10
0.1823	-1.55E-10
0.1824	-1.55E-10
0.1825	-1.54E-10
0.1826	-1.54E-10
0.1827	-1.53E-10
0.1828	-1.52E-10
0.1829	-1.52E-10
0.183	-1.51E-10
0.1831	-1.51E-10
0.1832	-1.50E-10
0.1833	-1.50E-10
0.1834	-1.49E-10
0.1835	-1.48E-10
0.1836	-1.48E-10
0.1837	-1.47E-10
0.1838	-1.47E-10
0.1839	-1.46E-10
0.184	-1.46E-10
0.1841	-1.45E-10
0.1842	-1.44E-10
0.1843	-1.44E-10
0.1844	-1.43E-10
0.1845	-1.43E-10
0.1846	-1.42E-10
0.1847	-1.42E-10
0.1848	-1.41E-10
0.1849	-1.41E-10
0.185	-1.40E-10
0.1851	-1.39E-10
0.1852	-1.39E-10
0.1853	-1.38E-10
0.1854	-1.38E-10
0.1855	-1.37E-10
0.1856	-1.37E-10
0.1857	-1.36E-10
0.1858	-1.36E-10
0.1859	-1.35E-10
0.186	-1.35E-10
0.1861	-1.34E-10
0.1862	-1.34E-10
0.1863	-1.33E-10
0.1864	-1.33E-10
0.1865	-1.32E-10
0.1866	-1.32E-10
0.1867	-1.31E-10
0.1868	-1.31E-10
0.1869	-1.30E-10
0.187	-1.30E-10
0.1871	-1.29E-10
0.1872	-1.29E-10
0.1873	-1.28E-10
0.1874	-1.28E-10
0.1875	-1.27E-10
0.1876	-1.27E-10
0.1877	-1.26E-10
0.1878	-1.26E-10
0.1879	-1.25E-10
0.188	-1.25E-10
0.1881	-1.24E-10
0.1882	-1.24E-10
0.1883	-1.23E-10
0.1884	-1.23E-10
0.1885	-1.22E-10
0.1886	-1.22E-10
0.1887	-1.21E-10
0.1888	-1.21E-10
0.1889	-1.20E-10
0.189	-1.20E-10
0.1891	-1.19E-10
0.1892	-1.19E-10
0.1893	-1.18E-10
0.1894	-1.18E-10
0.1895	-1.18E-10
0.1896	-1.17E-10
0.1897	-1.17E-10
0.1898	-1.16E-10
0.1899	-1.16E-10
0.19	-1.15E-10
0.1901	-1.15E-10
0.1902	-1.14E-10
0.1903	-1.14E-10
0.1904	-1.13E-10
0.1905	-1.13E-10
0.1906	-1.13E-10
0.1907	-1.12E-10
0.1908	-1.12E-10
0.1909	-1.11E-10
0.191	-1.11E-10
0.1911	-1.10E-10
0.1912	-1.10E-10
0.1913	-1.10E-10
0.1914	-1.09E-10
0.1915	-1.09E-10
0.1916	-1.08E-10
0.1917	-1.08E-10
0.1918	-1.07E-10
0.1919	-1.07E-10
0.192	-1.07E-10
0.1921	-1.06E-10
0.1922	-1.06E-10
0.1923	-1.05E-10
0.1924	-1.05E-10
0.1925	-1.05E-10
0.1926	-1.04E-10
0.1927	-1.04E-10
0.1928	-1.03E-10
0.1929	-1.03E-10
0.193	-1.03E-10
0.1931	-1.02E-10
0.1932	-1.02E-10
0.1933	-1.01E-10
0.1934	-1.01E-10
0.1935	-1.01E-10
0.1936	-1.00E-10
0.1937	-9.98E-11
0.1938	-9.94E-11
0.1939	-9.91E-11
0.194	-9.87E-11
0.1941	-9.83E-11
0.1942	-9.79E-11
0.1943	-9.75E-11
0.1944	-9.71E-11
0.1945	-9.68E-11
0.1946	-9.64E-11
0.1947	-9.60E-11
0.1948	-9.56E-11
0.1949	-9.53E-11
0.195	-9.49E-11
0.1951	-9.45E-11
0.1952	-9.42E-11
0.1953	-9.38E-11
0.1954	-9.34E-11
0.1955	-9.31E-11
0.1956	-9.27E-11
0.1957	-9.24E-11
0.1958	-9.20E-11
0.1959	-9.16E-11
0.196	-9.13E-11
0.1961	-9.09E-11
0.1962	-9.06E-11
0.1963	-9.02E-11
0.1964	-8.99E-11
0.1965	-8.95E-11
0.1966	-8.92E-11
0.1967	-8.88E-11
0.1968	-8.85E-11
0.1969	-8.82E-11
0.197	-8.78E-11
0.1971	-8.75E-11
0.1972	-8.71E-11
0.1973	-8.68E-11
0.1974	-8.65E-11
0.1975	-8.61E-11
0.1976	-8.58E-11
0.1977	-8.55E-11
0.1978	-8.51E-11
0.1979	-8.48E-11
0.198	-8.45E-11
0.1981	-8.41E-11
0.1982	-8.38E-11
0.1983	-8.35E-11
0.1984	-8.32E-11
0.1985	-8.28E-11
0.1986	-8.25E-11
0.1987	-8.22E-11
0.1988	-8.19E-11
0.1989	-8.16E-11
0.199	-8.12E-11
0.1991	-8.09E-11
0.1992	-8.06E-11
0.1993	-8.03E-11
0.1994	-8.00E-11
0.1995	-7.97E-11
0.1996	-7.94E-11
0.1997	-7.91E-11
0.1998	-7.88E-11
0.1999	-7.84E-11
0.2	-7.81E-11
0.2001	-7.78E-11
0.2002	-7.75E-11
0.2003	-7.72E-11
0.2004	-7.69E-11
0.2005	-7.66E-11
0.2006	-7.63E-11
0.2007	-7.60E-11
0.2008	-7.57E-11
0.2009	-7.55E-11
0.201	-7.52E-11
0.2011	-7.49E-11
0.2012	-7.46E-11
0.2013	-7.43E-11
0.2014	-7.40E-11
0.2015	-7.37E-11
0.2016	-7.34E-11
0.2017	-7.31E-11
0.2018	-7.29E-11
0.2019	-7.26E-11
0.202	-7.23E-11
0.2021	-7.20E-11
0.2022	-7.17E-11
0.2023	-7.15E-11
0.2024	-7.12E-11
0.2025	-7.09E-11
0.2026	-7.06E-11
0.2027	-7.04E-11
0.2028	-7.01E-11
0.2029	-6.98E-11
0.203	-6.95E-11
0.2031	-6.93E-11
0.2032	-6.90E-11
0.2033	-6.87E-11
0.2034	-6.85E-11
0.2035	-6.82E-11
0.2036	-6.79E-11
0.2037	-6.77E-11
0.2038	-6.74E-11
0.2039	-6.71E-11
0.204	-6.69E-11
0.2041	-6.66E-11
0.2042	-6.64E-11
0.2043	-6.61E-11
0.2044	-6.59E-11
0.2045	-6.56E-11
0.2046	-6.53E-11
0.2047	-6.51E-11
0.2048	-6.48E-11
0.2049	-6.46E-11
0.205	-6.43E-11
0.2051	-6.41E-11
0.2052	-6.38E-11
0.2053	-6.36E-11
0.2054	-6.33E-11
0.2055	-6.31E-11
0.2056	-6.29E-11
0.2057	-6.26E-11
0.2058	-6.24E-11
0.2059	-6.21E-11
0.206	-6.19E-11
0.2061	-6.16E-11
0.2062	-6.14E-11
0.2063	-6.12E-11
0.2064	-6.09E-11
0.2065	-6.07E-11
0.2066	-6.05E-11
0.2067	-6.02E-11
0.2068	-6.00E-11
0.2069	-5.98E-11
0.207	-5.95E-11
0.2071	-5.93E-11
0.2072	-5.91E-11
0.2073	-5.88E-11
0.2074	-5.86E-11
0.2075	-5.84E-11
0.2076	-5.81E-11
0.2077	-5.79E-11
0.2078	-5.77E-11
0.2079	-5.75E-11
0.208	-5.72E-11
0.2081	-5.70E-11
0.2082	-5.68E-11
0.2083	-5.66E-11
0.2084	-5.64E-11
0.2085	-5.61E-11
0.2086	-5.59E-11
0.2087	-5.57E-11
0.2088	-5.55E-11
0.2089	-5.53E-11
0.209	-5.51E-11
0.2091	-5.49E-11
0.2092	-5.46E-11
0.2093	-5.44E-11
0.2094	-5.42E-11
0.2095	-5.40E-11
0.2096	-5.38E-11
0.2097	-5.36E-11
0.2098	-5.34E-11
0.2099	-5.32E-11
0.21	-5.30E-11
0.2101	-5.28E-11
0.2102	-5.26E-11
0.2103	-5.24E-11
0.2104	-5.21E-11
0.2105	-5.19E-11
0.2106	-5.17E-11
0.2107	-5.15E-11
0.2108	-5.13E-11
0.2109	-5.11E-11
0.211	-5.09E-11
0.2111	-5.07E-11
0.2112	-5.06E-11
0.2113	-5.04E-11
0.2114	-5.02E-11
0.2115	-5.00E-11
0.2116	-4.98E-11
0.2117	-4.96E-11
0.2118	-4.94E-11
0.2119	-4.92E-11
0.212	-4.90E-11
0.2121	-4.88E-11
0.2122	-4.86E-11
0.2123	-4.84E-11
0.2124	-4.82E-11
0.2125	-4.81E-11
0.2126	-4.79E-11
0.2127	-4.77E-11
0.2128	-4.75E-11
0.2129	-4.73E-11
0.213	-4.71E-11
0.2131	-4.69E-11
0.2132	-4.68E-11
0.2133	-4.66E-11
0.2134	-4.64E-11
0.2135	-4.62E-11
0.2136	-4.60E-11
0.2137	-4.59E-11
0.2138	-4.57E-11
0.2139	-4.55E-11
0.214	-4.53E-11
0.2141	-4.52E-11
0.2142	-4.50E-11
0.2143	-4.48E-11
0.2144	-4.46E-11
0.2145	-4.45E-11
0.2146	-4.43E-11
0.2147	-4.41E-11
0.2148	-4.39E-11
0.2149	-4.38E-11
0.215	-4.36E-11
0.2151	-4.34E-11
0.2152	-4.33E-11
0.2153	-4.31E-11
0.2154	-4.29E-11
0.2155	-4.28E-11
0.2156	-4.26E-11
0.2157	-4.24E-11
0.2158	-4.23E-11
0.2159	-4.21E-11
0.216	-4.19E-11
0.2161	-4.18E-11
0.2162	-4.16E-11
0.2163	-4.15E-11
0.2164	-4.13E-11
0.2165	-4.11E-11
0.2166	-4.10E-11
0.2167	-4.08E-11
0.2168	-4.07E-11
0.2169	-4.05E-11
0.217	-4.03E-11
0.2171	-4.02E-11
0.2172	-4.00E-11
0.2173	-3.99E-11
0.2174	-3.97E-11
0.2175	-3.96E-11
0.2176	-3.94E-11
0.2177	-3.93E-11
0.2178	-3.91E-11
0.2179	-3.90E-11
0.218	-3.88E-11
0.2181	-3.87E-11
0.2182	-3.85E-11
0.2183	-3.84E-11
0.2184	-3.82E-11
0.2185	-3.81E-11
0.2186	-3.79E-11
0.2187	-3.78E-11
0.2188	-3.76E-11
0.2189	-3.75E-11
0.219	-3.73E-11
0.2191	-3.72E-11
0.2192	-3.70E-11
0.2193	-3.69E-11
0.2194	-3.67E-11
0.2195	-3.66E-11
0.2196	-3.65E-11
0.2197	-3.63E-11
0.2198	-3.62E-11
0.2199	-3.60E-11
0.22	-3.59E-11
0.2201	-3.58E-11
0.2202	-3.56E-11
0.2203	-3.55E-11
0.2204	-3.53E-11
0.2205	-3.52E-11
0.2206	-3.51E-11
0.2207	-3.49E-11
0.2208	-3.48E-11
0.2209	-3.47E-11
0.221	-3.45E-11
0.2211	-3.44E-11
0.2212	-3.43E-11
0.2213	-3.41E-11
0.2214	-3.40E-11
0.2215	-3.39E-11
0.2216	-3.37E-11
0.2217	-3.36E-11
0.2218	-3.35E-11
0.2219	-3.33E-11
0.222	-3.32E-11
0.2221	-3.31E-11
0.2222	-3.30E-11
0.2223	-3.28E-11
0.2224	-3.27E-11
0.2225	-3.26E-11
0.2226	-3.24E-11
0.2227	-3.23E-11
0.2228	-3.22E-11
0.2229	-3.21E-11
0.223	-3.19E-11
0.2231	-3.18E-11
0.2232	-3.17E-11
0.2233	-3.16E-11
0.2234	-3.15E-11
0.2235	-3.13E-11
0.2236	-3.12E-11
0.2237	-3.11E-11
0.2238	-3.10E-11
0.2239	-3.08E-11
0.224	-3.07E-11
0.2241	-3.06E-11
0.2242	-3.05E-11
0.2243	-3.04E-11
0.2244	-3.03E-11
0.2245	-3.01E-11
0.2246	-3.00E-11
0.2247	-2.99E-11
0.2248	-2.98E-11
0.2249	-2.97E-11
0.225	-2.96E-11
0.2251	-2.94E-11
0.2252	-2.93E-11
0.2253	-2.92E-11
0.2254	-2.91E-11
0.2255	-2.90E-11
0.2256	-2.89E-11
0.2257	-2.88E-11
0.2258	-2.86E-11
0.2259	-2.85E-11
0.226	-2.84E-11
0.2261	-2.83E-11
0.2262	-2.82E-11
0.2263	-2.81E-11
0.2264	-2.80E-11
0.2265	-2.79E-11
0.2266	-2.78E-11
0.2267	-2.77E-11
0.2268	-2.76E-11
0.2269	-2.74E-11
0.227	-2.73E-11
0.2271	-2.72E-11
0.2272	-2.71E-11
0.2273	-2.70E-11
0.2274	-2.69E-11
0.2275	-2.68E-11
0.2276	-2.67E-11
0.2277	-2.66E-11
0.2278	-2.65E-11
0.2279	-2.64E-11
0.228	-2.63E-11
0.2281	-2.62E-11
0.2282	-2.61E-11
0.2283	-2.60E-11
0.2284	-2.59E-11
0.2285	-2.58E-11
0.2286	-2.57E-11
0.2287	-2.56E-11
0.2288	-2.55E-11
0.2289	-2.54E-11
0.229	-2.53E-11
0.2291	-2.52E-11
0.2292	-2.51E-11
0.2293	-2.50E-11
0.2294	-2.49E-11
0.2295	-2.48E-11
0.2296	-2.47E-11
0.2297	-2.46E-11
0.2298	-2.45E-11
0.2299	-2.44E-11
0.23	-2.43E-11
0.2301	-2.42E-11
0.2302	-2.41E-11
0.2303	-2.40E-11
0.2304	-2.40E-11
0.2305	-2.39E-11
0.2306	-2.38E-11
0.2307	-2.37E-11
0.2308	-2.36E-11
0.2309	-2.35E-11
0.231	-2.34E-11
0.2311	-2.33E-11
0.2312	-2.32E-11
0.2313	-2.31E-11
0.2314	-2.30E-11
0.2315	-2.29E-11
0.2316	-2.29E-11
0.2317	-2.28E-11
0.2318	-2.27E-11
0.2319	-2.26E-11
0.232	-2.25E-11
0.2321	-2.24E-11
0.2322	-2.23E-11
0.2323	-2.22E-11
0.2324	-2.22E-11
0.2325	-2.21E-11
0.2326	-2.20E-11
0.2327	-2.19E-11
0.2328	-2.18E-11
0.2329	-2.17E-11
0.233	-2.16E-11
0.2331	-2.16E-11
0.2332	-2.15E-11
0.2333	-2.14E-11
0.2334	-2.13E-11
0.2335	-2.12E-11
0.2336	-2.11E-11
0.2337	-2.11E-11
0.2338	-2.10E-11
0.2339	-2.09E-11
0.234	-2.08E-11
0.2341	-2.07E-11
0.2342	-2.07E-11
0.2343	-2.06E-11
0.2344	-2.05E-11
0.2345	-2.04E-11
0.2346	-2.03E-11
0.2347	-2.03E-11
0.2348	-2.02E-11
0.2349	-2.01E-11
0.235	-2.00E-11
0.2351	-2.00E-11
0.2352	-1.99E-11
0.2353	-1.98E-11
0.2354	-1.97E-11
0.2355	-1.96E-11
0.2356	-1.96E-11
0.2357	-1.95E-11
0.2358	-1.94E-11
0.2359	-1.93E-11
0.236	-1.93E-11
0.2361	-1.92E-11
0.2362	-1.91E-11
0.2363	-1.90E-11
0.2364	-1.90E-11
0.2365	-1.89E-11
0.2366	-1.88E-11
0.2367	-1.87E-11
0.2368	-1.87E-11
0.2369	-1.86E-11
0.237	-1.85E-11
0.2371	-1.85E-11
0.2372	-1.84E-11
0.2373	-1.83E-11
0.2374	-1.82E-11
0.2375	-1.82E-11
0.2376	-1.81E-11
0.2377	-1.80E-11
0.2378	-1.80E-11
0.2379	-1.79E-11
0.238	-1.78E-11
0.2381	-1.78E-11
0.2382	-1.77E-11
0.2383	-1.76E-11
0.2384	-1.75E-11
0.2385	-1.75E-11
0.2386	-1.74E-11
0.2387	-1.73E-11
0.2388	-1.73E-11
0.2389	-1.72E-11
0.239	-1.71E-11
0.2391	-1.71E-11
0.2392	-1.70E-11
0.2393	-1.69E-11
0.2394	-1.69E-11
0.2395	-1.68E-11
0.2396	-1.67E-11
0.2397	-1.67E-11
0.2398	-1.66E-11
0.2399	-1.66E-11
0.24	-1.65E-11
0.2401	-1.64E-11
0.2402	-1.64E-11
0.2403	-1.63E-11
0.2404	-1.62E-11
0.2405	-1.62E-11
0.2406	-1.61E-11
0.2407	-1.60E-11
0.2408	-1.60E-11
0.2409	-1.59E-11
0.241	-1.59E-11
0.2411	-1.58E-11
0.2412	-1.57E-11
0.2413	-1.57E-11
0.2414	-1.56E-11
0.2415	-1.56E-11
0.2416	-1.55E-11
0.2417	-1.54E-11
0.2418	-1.54E-11
0.2419	-1.53E-11
0.242	-1.53E-11
0.2421	-1.52E-11
0.2422	-1.51E-11
0.2423	-1.51E-11
0.2424	-1.50E-11
0.2425	-1.50E-11
0.2426	-1.49E-11
0.2427	-1.48E-11
0.2428	-1.48E-11
0.2429	-1.47E-11
0.243	-1.47E-11
0.2431	-1.46E-11
0.2432	-1.46E-11
0.2433	-1.45E-11
0.2434	-1.44E-11
0.2435	-1.44E-11
0.2436	-1.43E-11
0.2437	-1.43E-11
0.2438	-1.42E-11
0.2439	-1.42E-11
0.244	-1.41E-11
0.2441	-1.41E-11
0.2442	-1.40E-11
0.2443	-1.39E-11
0.2444	-1.39E-11
0.2445	-1.38E-11
0.2446	-1.38E-11
0.2447	-1.37E-11
0.2448	-1.37E-11
0.2449	-1.36E-11
0.245	-1.36E-11
0.2451	-1.35E-11
0.2452	-1.35E-11
0.2453	-1.34E-11
0.2454	-1.34E-11
0.2455	-1.33E-11
0.2456	-1.33E-11
0.2457	-1.32E-11
0.2458	-1.32E-11
0.2459	-1.31E-11
0.246	-1.31E-11
0.2461	-1.30E-11
0.2462	-1.30E-11
0.2463	-1.29E-11
0.2464	-1.29E-11
0.2465	-1.28E-11
0.2466	-1.28E-11
0.2467	-1.27E-11
0.2468	-1.27E-11
0.2469	-1.26E-11
0.247	-1.26E-11
0.2471	-1.25E-11
0.2472	-1.25E-11
0.2473	-1.24E-11
0.2474	-1.24E-11
0.2475	-1.23E-11
0.2476	-1.23E-11
0.2477	-1.22E-11
0.2478	-1.22E-11
0.2479	-1.21E-11
0.248	-1.21E-11
0.2481	-1.20E-11
0.2482	-1.20E-11
0.2483	-1.19E-11
0.2484	-1.19E-11
0.2485	-1.18E-11
0.2486	-1.18E-11
0.2487	-1.18E-11
0.2488	-1.17E-11
0.2489	-1.17E-11
0.249	-1.16E-11
0.2491	-1.16E-11
0.2492	-1.15E-11
0.2493	-1.15E-11
0.2494	-1.14E-11
0.2495	-1.14E-11
0.2496	-1.13E-11
0.2497	-1.13E-11
0.2498	-1.13E-11
0.2499	-1.12E-11
0.25	-1.12E-11
0.2501	-1.11E-11
0.2502	-1.11E-11
0.2503	-1.10E-11
0.2504	-1.10E-11
0.2505	-1.10E-11
0.2506	-1.09E-11
0.2507	-1.09E-11
0.2508	-1.08E-11
0.2509	-1.08E-11
0.251	-1.07E-11
0.2511	-1.07E-11
0.2512	-1.07E-11
0.2513	-1.06E-11
0.2514	-1.06E-11
0.2515	-1.05E-11
0.2516	-1.05E-11
0.2517	-1.05E-11
0.2518	-1.04E-11
0.2519	-1.04E-11
0.252	-1.03E-11
0.2521	-1.03E-11
0.2522	-1.03E-11
0.2523	-1.02E-11
0.2524	-1.02E-11
0.2525	-1.01E-11
0.2526	-1.01E-11
0.2527	-1.01E-11
0.2528	-1.00E-11
0.2529	-9.98E-12
0.253	-9.94E-12
0.2531	-9.90E-12
0.2532	-9.87E-12
0.2533	-9.83E-12
0.2534	-9.79E-12
0.2535	-9.75E-12
0.2536	-9.71E-12
0.2537	-9.67E-12
0.2538	-9.64E-12
0.2539	-9.60E-12
0.254	-9.56E-12
0.2541	-9.53E-12
0.2542	-9.49E-12
0.2543	-9.45E-12
0.2544	-9.42E-12
0.2545	-9.38E-12
0.2546	-9.34E-12
0.2547	-9.31E-12
0.2548	-9.27E-12
0.2549	-9.23E-12
0.255	-9.20E-12
0.2551	-9.16E-12
0.2552	-9.13E-12
0.2553	-9.09E-12
0.2554	-9.06E-12
0.2555	-9.02E-12
0.2556	-8.99E-12
0.2557	-8.95E-12
0.2558	-8.92E-12
0.2559	-8.88E-12
0.256	-8.85E-12
0.2561	-8.81E-12
0.2562	-8.78E-12
0.2563	-8.74E-12
