2.999999999999999889e-01 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
2.998412310698583272e-01 -1.816795445212368742e-15 -1.267648361026389979e-15 -8.061578169910931758e-16 -4.575165067419302342e-16 -2.012055967212171119e-16
2.996824621397166100e-01 -1.847564306581136004e-15 -1.666582414953210011e-15 -1.274966708615358689e-15 -8.100659650315499039e-16 -3.796296037391031588e-16
2.995236932095750038e-01 -1.868506837121865680e-15 -1.802930799848503351e-15 -1.540849257258748898e-15 -1.081719426734211953e-15 -5.427928012485845657e-16
2.993649242794332865e-01 -1.892228611895327700e-15 -1.864121648859677999e-15 -1.691257632301952946e-15 -1.289492507962732512e-15 -6.914863021182756275e-16
2.992061553492916248e-01 -1.915296034053996923e-15 -1.893856308891612806e-15 -1.783822087611945951e-15 -1.448723767468085955e-15 -8.264691845586873920e-16
2.990473864191499631e-01 -1.938738000726760581e-15 -1.916880908025246008e-15 -1.849240325001274789e-15 -1.571391806768070349e-15 -9.482887573746784993e-16
2.988886174890083014e-01 -1.962392651805980528e-15 -1.941004800381701500e-15 -1.897890210209699071e-15 -1.666350507387324292e-15 -1.059236034039891153e-15
2.987298485588665842e-01 -1.986258076462789516e-15 -1.965959360130623747e-15 -1.933781613907801708e-15 -1.741397492742770676e-15 -1.159588720174912953e-15
2.985710796287249780e-01 -2.010333424936016916e-15 -1.990619953851830307e-15 -1.962277166735499637e-15 -1.803092394797090619e-15 -1.251280616804797177e-15
2.984123106985832607e-01 -2.034631895702377832e-15 -2.014754172117597989e-15 -1.987913543249322157e-15 -1.855654835580095184e-15 -1.335130725760880927e-15
2.982535417684415990e-01 -2.059155594911686746e-15 -2.039235283677287773e-15 -2.011678335069982500e-15 -1.902185706415084562e-15 -1.411741152095378775e-15
2.980947728382999373e-01 -2.083901973895167801e-15 -2.063814189975217085e-15 -2.036019037838228131e-15 -1.944178631259478972e-15 -1.482583908552184854e-15
2.979360039081582756e-01 -2.108879244802594857e-15 -2.088523673468710930e-15 -2.060475393960958512e-15 -1.982266861164329051e-15 -1.547576035874113417e-15
2.977772349780165584e-01 -2.134087139546727678e-15 -2.113434651694254769e-15 -2.085835053444394389e-15 -2.017158026288850596e-15 -1.607749135121322372e-15
2.976184660478749522e-01 -2.159524493086433294e-15 -2.138607350957952786e-15 -2.111339595814762544e-15 -2.048984002474318324e-15 -1.663543009583507928e-15
2.974596971177332350e-01 -2.185193737754141828e-15 -2.164011384435964040e-15 -2.137131122516874005e-15 -2.078423778335528011e-15 -1.715540998525333088e-15
2.973009281875915732e-01 -2.211098698046163326e-15 -2.189678431040784426e-15 -2.162952345833561457e-15 -2.106288178359899494e-15 -1.764280765205695487e-15
2.971421592574499115e-01 -2.237240907223378308e-15 -2.215582899887824248e-15 -2.188935734417192724e-15 -2.133134318841445767e-15 -1.810344832255473695e-15
2.969833903273082498e-01 -2.263622754354954933e-15 -2.241718876113102335e-15 -2.215069982104228408e-15 -2.159571641737554699e-15 -1.854294569106058846e-15
2.968246213971665326e-01 -2.290245488609039149e-15 -2.268100627675360033e-15 -2.241320854009565556e-15 -2.185713996865170736e-15 -1.895629882823718954e-15
2.966658524670249264e-01 -2.317110957212102967e-15 -2.294722040749988571e-15 -2.267686531592338425e-15 -2.211327346193535966e-15 -1.934718127850012408e-15
2.965070835368832092e-01 -2.344220892777209957e-15 -2.321582746775588288e-15 -2.294253758879292399e-15 -2.237133148539993939e-15 -1.972031946355740556e-15
2.963483146067415475e-01 -2.371577220167870666e-15 -2.348681373014309192e-15 -2.320987874843397563e-15 -2.263463035655138873e-15 -2.007863952978993511e-15
2.961895456765998857e-01 -2.399182455238931788e-15 -2.376016576021225532e-15 -2.347898075194373061e-15 -2.289786648213095441e-15 -2.042504371289291742e-15
2.960307767464582240e-01 -2.427038975450906857e-15 -2.403588302996350083e-15 -2.375024408024809124e-15 -2.316274082340632468e-15 -2.076241047787751411e-15
2.958720078163165068e-01 -2.455149725384227048e-15 -2.431396167554120913e-15 -2.402414864728069228e-15 -2.343254562557726801e-15 -2.109550363805491105e-15
2.957132388861748451e-01 -2.483515417240672834e-15 -2.459459440259607848e-15 -2.430071970491789400e-15 -2.370826915251069255e-15 -2.143343023228246099e-15
2.955544699560331834e-01 -2.512137121067887278e-15 -2.487780387833302308e-15 -2.458019733528096880e-15 -2.398341762562379488e-15 -2.176594162787963589e-15
2.953957010258915217e-01 -2.541018641685891078e-15 -2.516366497508377845e-15 -2.486211673598962441e-15 -2.426168981919526489e-15 -2.209335860337790712e-15
2.952369320957498600e-01 -2.570163110731482091e-15 -2.545222456124172072e-15 -2.514668670234211757e-15 -2.454324945829135321e-15 -2.241600151441728059e-15
2.950781631656081982e-01 -2.599569177853590242e-15 -2.574332751582542995e-15 -2.543415405857834820e-15 -2.482762205595710812e-15 -2.273419030050340713e-15
2.949193942354664810e-01 -2.629240627980602451e-15 -2.603710587847059506e-15 -2.572458313630686862e-15 -2.511366844179410516e-15 -2.304880352327941577e-15
2.947606253053248193e-01 -2.659180750917142917e-15 -2.633358971484424461e-15 -2.601734050536928153e-15 -2.540193334360575142e-15 -2.336256757649677694e-15
2.946018563751831576e-01 -2.689392043520462708e-15 -2.663276423066543743e-15 -2.631281344399148893e-15 -2.569229425633597543e-15 -2.367377631084904484e-15
2.944430874450414959e-01 -2.719873237844297521e-15 -2.693460307161746436e-15 -2.661104511187915432e-15 -2.598508943737250910e-15 -2.398274156488314938e-15
2.942843185148998342e-01 -2.750629164116155550e-15 -2.723912625247410881e-15 -2.691202431102444143e-15 -2.628036766808376647e-15 -2.428977482457794697e-15
2.941255495847581725e-01 -2.781663107056234734e-15 -2.754632698849514865e-15 -2.721568277298433497e-15 -2.657800147754562151e-15 -2.459518722998708803e-15
2.939667806546164552e-01 -2.812975935023157947e-15 -2.785630013986437059e-15 -2.752208810240529236e-15 -2.687800171467598387e-15 -2.489957749704272165e-15
2.938080117244747935e-01 -2.844568225478709115e-15 -2.816905146677513839e-15 -2.783125771739107267e-15 -2.718038521742575750e-15 -2.520426579346239453e-15
2.936492427943331318e-01 -2.876444543006325468e-15 -2.848459626953320784e-15 -2.814321135568519174e-15 -2.748517479076669471e-15 -2.550868481428792613e-15
2.934904738641914701e-01 -2.908608392385543814e-15 -2.880296316804455972e-15 -2.845797114187666876e-15 -2.779239918485005834e-15 -2.581314147929272638e-15
2.933317049340498084e-01 -2.941057191272589054e-15 -2.912418363715384192e-15 -2.877556165421448606e-15 -2.810211614202847839e-15 -2.611794240883957112e-15
2.931729360039081467e-01 -2.973794250919236514e-15 -2.944829216408987532e-15 -2.909597668446052300e-15 -2.841441199260823586e-15 -2.642339393047495076e-15
2.930141670737664294e-01 -3.006822980509445261e-15 -2.977532640490759053e-15 -2.941865457950456385e-15 -2.872929992331640049e-15 -2.672961291742209284e-15
2.928553981436247677e-01 -3.040146516982334628e-15 -3.010525541544891832e-15 -2.974408121048871128e-15 -2.904683680966410052e-15 -2.703635830723244096e-15
2.926966292134831060e-01 -3.073768545797495891e-15 -3.043805446875976791e-15 -3.007231195260489305e-15 -2.936708532304922799e-15 -2.734442827314281435e-15
2.925378602833414443e-01 -3.107693392379576042e-15 -3.077380466916974833e-15 -3.040341446590570534e-15 -2.969011391021883165e-15 -2.765412971858264377e-15
2.923790913531997826e-01 -3.141926112986474020e-15 -3.111253260615860577e-15 -3.073746865019498743e-15 -3.001599677290991857e-15 -2.796576927946501916e-15
2.922203224230581209e-01 -3.176460263495639788e-15 -3.145426651484874584e-15 -3.107456660028186415e-15 -3.034481384766431799e-15 -2.827965333082247714e-15
2.920615534929164037e-01 -3.211290055471871502e-15 -3.179903645424308949e-15 -3.141481256161280650e-15 -3.067617795558969425e-15 -2.859545965335406330e-15
2.919027845627747419e-01 -3.246429244422349815e-15 -3.214687448433574920e-15 -3.175768189067376158e-15 -3.101044745268556189e-15 -2.891170770919127341e-15
