5.000000000000000000e-01 1.000000000000000000e+00 0.000000000000000000e+00
4.998779147845195947e-01 9.999999964872952063e-01 3.516079489746864663e-09
4.997558295690391894e-01 9.999999964696766330e-01 3.532848354958044230e-09
4.996337443535588396e-01 9.999999964562318322e-01 3.549680335725073057e-09
4.995116591380783233e-01 9.999999964494306059e-01 3.566586016622077934e-09
4.993895739225979735e-01 9.999999964299453037e-01 3.583646159722880828e-09
4.992674887071175682e-01 9.999999964104597794e-01 3.600706302823682895e-09
4.991454034916371629e-01 9.999999963751626808e-01 3.617851249609355537e-09
4.990233182761567576e-01 9.999999963157610861e-01 3.635125473307379028e-09
4.989012330606763523e-01 9.999999962563599354e-01 3.652399697005403760e-09
4.987791478451960026e-01 9.999999962356407313e-01 3.669923599686723116e-09
4.986570626297154862e-01 9.999999962275021304e-01 3.687528706660033931e-09
4.985349774142351365e-01 9.999999962193635294e-01 3.705133813633345986e-09
4.984128921987547312e-01 9.999999962112247065e-01 3.722738920606658041e-09
4.982908069832743259e-01 9.999999962030861056e-01 3.740344027579968856e-09
4.981687217677939206e-01 9.999999961976805407e-01 3.758157302403160006e-09
4.980466365523135153e-01 9.999999961953387473e-01 3.776203919652051787e-09
4.979245513368331655e-01 9.999999961929970649e-01 3.794250536900944394e-09
4.978024661213526492e-01 9.999999961906551604e-01 3.812297154149836175e-09
4.976803809058722994e-01 9.999999961883132560e-01 3.830343771398728783e-09
4.975582956903918941e-01 9.999999961824459493e-01 3.848522820586906164e-09
4.974362104749114888e-01 9.999999961613907917e-01 3.867272376770185906e-09
4.973141252594310835e-01 9.999999961403358562e-01 3.886021932953466474e-09
4.971920400439506782e-01 9.999999961192809206e-01 3.904771489136747043e-09
4.970699548284703284e-01 9.999999960982258740e-01 3.923521045320028439e-09
4.969478696129898121e-01 9.999999960771708274e-01 3.942270601503308181e-09
4.968257843975094068e-01 9.999999960561156698e-01 3.961020157686587922e-09
4.967036991820290570e-01 9.999999960350608452e-01 3.979769713869869318e-09
4.965816139665486517e-01 9.999999960140057986e-01 3.998519270053149887e-09
4.964595287510682464e-01 9.999999959929506410e-01 4.017268826236430456e-09
4.963374435355878411e-01 9.999999959718957054e-01 4.036018382419710198e-09
4.962153583201074913e-01 9.999999959305438946e-01 4.055352252202185114e-09
4.960932731046269750e-01 9.999999958768689412e-01 4.075040899639633699e-09
4.959711878891465697e-01 9.999999958231937658e-01 4.094729547077081458e-09
4.958491026736662199e-01 9.999999957695188124e-01 4.114418194514528390e-09
4.957270174581858146e-01 9.999999957158436370e-01 4.134106841951976148e-09
4.956049322427054094e-01 9.999999956621685726e-01 4.153795489389424734e-09
4.954828470272250041e-01 9.999999956084933972e-01 4.173484136826872493e-09
4.953607618117446543e-01 9.999999955548182218e-01 4.193172784264319424e-09
4.952386765962641380e-01 9.999999955011432684e-01 4.212861431701767183e-09
4.951165913807837327e-01 9.999999954474680930e-01 4.232550079139215769e-09
