simulated data
number of E (V), I (A) couples: 20000
0.4999	1.6206086E-009
0.4998	1.1139928E-009
0.4997	1.2365352E-009
0.4996	1.2369257E-009
0.4995	1.2369184E-009
0.4994	1.2369283E-009
0.4993	1.2369379E-009
0.4992	1.2369471E-009
0.4991	1.236956E-009
0.499	1.2369646E-009
0.4989	1.236973E-009
0.4988	1.2369812E-009
0.4987	1.2369893E-009
0.4986	1.2369972E-009
0.4985	1.237005E-009
0.4984	1.2370127E-009
0.4983	1.2370202E-009
0.4982	1.2370278E-009
0.4981	1.2370352E-009
0.498	1.2370426E-009
0.4979	1.2370499E-009
0.4978	1.2370571E-009
0.4977	1.2370643E-009
0.4976	1.2370715E-009
0.4975	1.2370786E-009
0.4974	1.2370856E-009
0.4973	1.2370927E-009
0.4972	1.2370997E-009
0.4971	1.2371066E-009
0.497	1.2371136E-009
0.4969	1.2371205E-009
0.4968	1.2371274E-009
0.4967	1.2371343E-009
0.4966	1.2371411E-009
0.4965	1.237148E-009
0.4964	1.2371548E-009
0.4963	1.2371616E-009
0.4962	1.2371684E-009
0.4961	1.2371752E-009
0.496	1.2371819E-009
0.4959	1.2371887E-009
0.4958	1.2371955E-009
0.4957	1.2372022E-009
0.4956	1.237209E-009
0.4955	1.2372157E-009
0.4954	1.2372224E-009
0.4953	1.2372292E-009
0.4952	1.2372359E-009
0.4951	1.2372426E-009
0.495	1.2372493E-009
0.4949	1.2372561E-009
0.4948	1.2372628E-009
0.4947	1.2372695E-009
0.4946	1.2372762E-009
0.4945	1.237283E-009
0.4944	1.2372897E-009
0.4943	1.2372964E-009
0.4942	1.2373032E-009
0.4941	1.2373099E-009
0.494	1.2373167E-009
0.4939	1.2373234E-009
0.4938	1.2373302E-009
0.4937	1.2373369E-009
0.4936	1.2373437E-009
0.4935	1.2373505E-009
0.4934	1.2373573E-009
0.4933	1.237364E-009
0.4932	1.2373708E-009
0.4931	1.2373776E-009
0.493	1.2373845E-009
0.4929	1.2373913E-009
0.4928	1.2373981E-009
0.4927	1.237405E-009
0.4926	1.2374118E-009
0.4925	1.2374187E-009
0.4924	1.2374255E-009
0.4923	1.2374324E-009
0.4922	1.2374393E-009
0.4921	1.2374462E-009
0.492	1.2374531E-009
0.4919	1.23746E-009
0.4918	1.237467E-009
0.4917	1.2374739E-009
0.4916	1.2374809E-009
0.4915	1.2374879E-009
0.4914	1.2374948E-009
0.4913	1.2375018E-009
0.4912	1.2375089E-009
0.4911	1.2375159E-009
0.491	1.2375229E-009
0.4909	1.23753E-009
0.4908	1.237537E-009
0.4907	1.2375441E-009
0.4906	1.2375512E-009
0.4905	1.2375583E-009
0.4904	1.2375655E-009
0.4903	1.2375726E-009
0.4902	1.2375798E-009
0.4901	1.2375869E-009
0.49	1.2375941E-009
0.4899	1.2376013E-009
0.4898	1.2376086E-009
0.4897	1.2376158E-009
0.4896	1.2376231E-009
0.4895	1.2376303E-009
0.4894	1.2376376E-009
0.4893	1.2376449E-009
0.4892	1.2376522E-009
0.4891	1.2376596E-009
0.489	1.2376669E-009
0.4889	1.2376743E-009
0.4888	1.2376817E-009
0.4887	1.2376891E-009
0.4886	1.2376966E-009
0.4885	1.237704E-009
0.4884	1.2377115E-009
0.4883	1.237719E-009
0.4882	1.2377265E-009
0.4881	1.237734E-009
0.488	1.2377416E-009
0.4879	1.2377491E-009
0.4878	1.2377567E-009
0.4877	1.2377643E-009
0.4876	1.2377719E-009
0.4875	1.2377796E-009
0.4874	1.2377872E-009
0.4873	1.2377949E-009
0.4872	1.2378026E-009
0.4871	1.2378104E-009
0.487	1.2378181E-009
0.4869	1.2378259E-009
0.4868	1.2378337E-009
0.4867	1.2378415E-009
0.4866	1.2378493E-009
0.4865	1.2378572E-009
0.4864	1.2378651E-009
0.4863	1.237873E-009
0.4862	1.2378809E-009
0.4861	1.2378888E-009
0.486	1.2378968E-009
0.4859	1.2379048E-009
0.4858	1.2379128E-009
0.4857	1.2379208E-009
0.4856	1.2379289E-009
0.4855	1.237937E-009
0.4854	1.2379451E-009
0.4853	1.2379532E-009
0.4852	1.2379614E-009
0.4851	1.2379695E-009
0.485	1.2379777E-009
0.4849	1.237986E-009
0.4848	1.2379942E-009
0.4847	1.2380025E-009
0.4846	1.2380108E-009
0.4845	1.2380191E-009
0.4844	1.2380274E-009
