5.000000000000000000e-01 1.000000000000000000e+00 0.000000000000000000e+00
4.921259842519684624e-01 9.999999952424138971e-01 4.757586017468740017e-09
4.842519685039370358e-01 9.999999935256638217e-01 6.474336565632603021e-09
4.763779527559054983e-01 9.999999907794521192e-01 9.220548056004255260e-09
4.685039370078740162e-01 9.999999879817780268e-01 1.201822196800832339e-08
4.606299212598424786e-01 9.999999809037150023e-01 1.909628513937277571e-08
4.527559055118110520e-01 9.999999733710978056e-01 2.662890292235072148e-08
4.448818897637795144e-01 9.999999658384800538e-01 3.416152070532865402e-08
4.370078740157479769e-01 9.999999583058625241e-01 4.169413848830659317e-08
4.291338582677164948e-01 9.999999086586683905e-01 9.134133269704788071e-08
4.212598425196850127e-01 9.999998490040499233e-01 1.509959510069606969e-07
4.133858267716535306e-01 9.999997893494316781e-01 2.106505693168735926e-07
4.055118110236219930e-01 9.999997296948132108e-01 2.703051876267864353e-07
3.976377952755905665e-01 9.999996700401949656e-01 3.299598059366991192e-07
3.897637795275590289e-01 9.999996103855764984e-01 3.896144242466120148e-07
3.818897637795274913e-01 9.999995507309580312e-01 4.492690425565248046e-07
3.740157480314960092e-01 9.999994910763396749e-01 5.089236608664375943e-07
3.661417322834645827e-01 9.999992673267941168e-01 7.326732064616506298e-07
3.582677165354330451e-01 9.999989412843068859e-01 1.058715693741206120e-06
3.503937007874015075e-01 9.999986152418196550e-01 1.384758181020762140e-06
3.425196850393700809e-01 9.999982891993323131e-01 1.710800668300317313e-06
3.346456692913385433e-01 9.999976289222882730e-01 2.371077712491614203e-06
3.267716535433070058e-01 9.999966601210377171e-01 3.339878963062973952e-06
3.188976377952755792e-01 9.999956913197872721e-01 4.308680213634337089e-06
3.110236220472440416e-01 9.999943842662570859e-01 5.615733743951222638e-06
3.031496062992125595e-01 9.999924346038614464e-01 7.565396139325915506e-06
2.952755905511810774e-01 9.999904849414658070e-01 9.515058534700598209e-06
2.874015748031495399e-01 9.999881856021330950e-01 1.181439786742575847e-05
2.795275590551180578e-01 9.999841754375835556e-01 1.582456241627598886e-05
2.716535433070865757e-01 9.999801652730341273e-01 1.983472696512622263e-05
2.637795275590550936e-01 9.999761551084849209e-01 2.384489151397643607e-05
2.559055118110236116e-01 9.999528666871710936e-01 4.713331282740487402e-05
2.480314960629920740e-01 9.999358614967254200e-01 6.413850327304101376e-05
2.401574803149605364e-01 9.999142566246113084e-01 8.574337538751338698e-05
2.322834645669290821e-01 9.998842487727165329e-01 1.157512272816003566e-04
2.244094488188976000e-01 9.998402677984448150e-01 1.597322015535117767e-04
2.165354330708660624e-01 9.997828817774296883e-01 2.171182225697126911e-04
2.086614173228345803e-01 9.997079161792026269e-01 2.920838207962206520e-04
2.007874015748030705e-01 9.995972182495730385e-01 4.027817504251665647e-04
1.929133858267715884e-01 9.994551677128462597e-01 5.448322871529216434e-04
1.850393700787401063e-01 9.992659107873707036e-01 7.340892126278060394e-04
1.771653543307085965e-01 9.989992482697769294e-01 1.000751730222358953e-03
1.692913385826770589e-01 9.986365529786902506e-01 1.363447021308892421e-03
1.614173228346455768e-01 9.981677925444611965e-01 1.832207455538513354e-03
1.535433070866141225e-01 9.975486780487914373e-01 2.451321951207449841e-03
1.456692913385825849e-01 9.966294428123456672e-01 3.370557187654103781e-03
1.377952755905511029e-01 9.954544370778997120e-01 4.545562922100246372e-03
1.299212598425195930e-01 9.938792286266023845e-01 6.120771373398274651e-03
1.220472440944880693e-01 9.917834047287361621e-01 8.216595271265485917e-03
1.141732283464566289e-01 9.890126147380161603e-01 1.098738526198630994e-02
1.062992125984250635e-01 9.853786756005781244e-01 1.462132439942457132e-02
