5.000000000000000000e-01 1.000000000000000000e+00 0.000000000000000000e+00
4.998779147845195947e-01 9.999999965213433040e-01 3.478656499105082581e-09
4.997558295690391894e-01 9.999999964971377775e-01 3.502862227321212237e-09
4.996337443535588396e-01 9.999999964761747684e-01 3.523825222756552949e-09
4.995116591380783233e-01 9.999999964565733368e-01 3.543426631553638457e-09
4.993895739225979735e-01 9.999999964376080630e-01 3.562391895798103977e-09
4.992674887071175682e-01 9.999999964190823265e-01 3.580917679763258511e-09
4.991454034916371629e-01 9.999999964008110531e-01 3.599189067477203822e-09
4.990233182761567576e-01 9.999999963826862182e-01 3.617313907292915827e-09
4.989012330606763523e-01 9.999999963646274415e-01 3.635372395085332415e-09
4.987791478451960026e-01 9.999999963465925346e-01 3.653407267875017819e-09
4.986570626297154862e-01 9.999999963285630677e-01 3.671436701012266899e-09
4.985349774142351365e-01 9.999999963105242751e-01 3.689475370896655320e-09
4.984128921987547312e-01 9.999999962924626118e-01 3.707537220843878311e-09
4.982908069832743259e-01 9.999999962743670867e-01 3.725632886186658847e-09
4.981687217677939206e-01 9.999999962562289291e-01 3.743771091834207127e-09
4.980466365523135153e-01 9.999999962380405893e-01 3.761959248883269232e-09
4.979245513368331655e-01 9.999999962197974046e-01 3.780202550641930848e-09
4.978024661213526492e-01 9.999999962014969324e-01 3.798503078628805584e-09
4.976803809058722994e-01 9.999999961831333994e-01 3.816866502595453701e-09
4.975582956903918941e-01 9.999999961647038083e-01 3.835296101933423197e-09
4.974362104749114888e-01 9.999999961462044951e-01 3.853795354253809631e-09
4.973141252594310835e-01 9.999999961276322402e-01 3.872367671758466144e-09
4.971920400439506782e-01 9.999999961089889311e-01 3.891011212148915971e-09
4.970699548284703284e-01 9.999999960902703489e-01 3.909729759953400436e-09
4.969478696129898121e-01 9.999999960714747171e-01 3.928525399028691500e-09
4.968257843975094068e-01 9.999999960525999265e-01 3.947400213231563602e-09
4.967036991820290570e-01 9.999999960336444227e-01 3.966355912852258256e-09
4.965816139665486517e-01 9.999999960146068734e-01 3.985393300297218654e-09
4.964595287510682464e-01 9.999999959954850581e-01 4.004514975539946066e-09
4.963374435355878411e-01 9.999999959762773116e-01 4.023722810835081164e-09
4.962153583201074913e-01 9.999999959569815244e-01 4.043018603510694656e-09
4.960932731046269750e-01 9.999999959376033587e-01 4.062396813210435205e-09
4.959711878891465697e-01 9.999999959181379294e-01 4.081862176669095045e-09
4.958491026736662199e-01 9.999999958985843485e-01 4.101415724790057807e-09
4.957270174581858146e-01 9.999999958789417276e-01 4.121058488476703815e-09
4.956049322427054094e-01 9.999999958592106220e-01 4.140789528198651161e-09
