5.000000000000000000e-01 -0.000000000000000000e+00
4.980430528375733301e-01 -5.491286479357532239e-12
4.960861056751467713e-01 -4.383358455043790662e-12
4.941291585127201569e-01 -4.124294422404391368e-12
4.921722113502935980e-01 -3.905160095852399632e-12
4.902152641878669281e-01 -3.968246294002339625e-12
4.882583170254402583e-01 -4.061307768551334393e-12
4.863013698630136994e-01 -4.154363021581773670e-12
4.843444227005870295e-01 -4.247424496130768438e-12
4.823874755381604706e-01 -4.502413434116497638e-12
4.804305283757338563e-01 -4.795888685884824159e-12
4.784735812133071864e-01 -5.089357716134595188e-12
4.765166340508806275e-01 -5.382832967902920901e-12
4.745596868884539576e-01 -5.676301998152691930e-12
4.726027397260273988e-01 -5.969771028402462959e-12
4.706457925636007844e-01 -6.263240058652233988e-12
4.686888454011742255e-01 -6.556715310420559701e-12
4.667318982387475557e-01 -7.151585807078008628e-12
4.647749510763208858e-01 -7.934339942584572859e-12
4.628180039138943269e-01 -8.717094078091138706e-12
4.608610567514677125e-01 -9.499848213597702938e-12
4.589041095890410982e-01 -1.028260857062282347e-11
4.569471624266144838e-01 -1.106535648461083302e-11
4.549902152641878139e-01 -1.184811062011739886e-11
4.530332681017612551e-01 -1.263086475562396471e-11
4.510763209393345852e-01 -1.341361889113052894e-11
4.491193737769080263e-01 -1.419637924815564947e-11
4.471624266144814119e-01 -1.497913338366221371e-11
4.452054794520547421e-01 -1.576188129765022487e-11
4.432485322896281832e-01 -1.654464165467534540e-11
4.412915851272015133e-01 -1.732738956866335333e-11
4.393346379647749544e-01 -1.811014370416991918e-11
4.373776908023483401e-01 -1.889290406119503971e-11
4.354207436399216702e-01 -2.068212569641680463e-11
4.334637964774951113e-01 -2.580309494833047699e-11
4.315068493150684414e-01 -3.092406420024414935e-11
4.295499021526418826e-01 -3.604503345215781848e-11
4.275929549902152127e-01 -4.116600270407149407e-11
4.256360078277886538e-01 -4.628697195598516320e-11
4.236790606653620395e-01 -5.140794120789883880e-11
4.217221135029353696e-01 -5.652891045981250792e-11
4.197651663405088107e-01 -6.164988593324474143e-11
4.178082191780821408e-01 -6.677084896363985265e-11
4.158512720156555820e-01 -7.189181821555352178e-11
4.138943248532289676e-01 -7.701278124594864592e-11
4.119373776908022977e-01 -8.213375671938087296e-11
4.099804305283757389e-01 -8.725472597129454209e-11
4.080234833659490690e-01 -9.237569522320821122e-11
4.060665362035224546e-01 -9.749666447512189327e-11
4.041095890410958957e-01 -1.026176337270355624e-10
4.021526418786692814e-01 -1.077385967574306736e-10
4.001956947162426670e-01 -1.128595722308629007e-10
3.982387475538159971e-01 -1.179805414827765827e-10
3.962818003913894382e-01 -1.231015045131716939e-10
3.943248532289627684e-01 -1.282224737650853760e-10
3.923679060665361540e-01 -1.333434492385176030e-10
3.904109589041095951e-01 -1.384644184904312592e-10
3.884540117416829252e-01 -1.435853877423449413e-10
3.864970645792563664e-01 -1.487063507727400525e-10
3.845401174168296965e-01 -1.538273262461722796e-10
3.825831702544030821e-01 -1.589482954980859616e-10
3.806262230919765233e-01 -1.640692647499996178e-10
3.786692759295498534e-01 -1.691902340019132999e-10
3.767123287671232945e-01 -1.743111970323084111e-10
3.747553816046966246e-01 -1.794321725057406381e-10
3.727984344422700103e-01 -1.845531355361357752e-10
3.708414872798433959e-01 -2.271773564237356084e-10
3.688845401174168370e-01 -3.131243067516855873e-10
3.669275929549902227e-01 -3.990712570796356179e-10
3.649706457925635528e-01 -4.850182074075855968e-10
3.630136986301369384e-01 -5.709651515140170566e-10
3.610567514677103240e-01 -6.569121018419670355e-10
3.590998043052837096e-01 -7.428590521699170144e-10
3.571428571428571508e-01 -8.288060024978669934e-10
3.551859099804304809e-01 -9.147529528258169723e-10
3.532289628180038665e-01 -1.000699896932248535e-09
3.512720156555772522e-01 -1.086646847260198514e-09
3.493150684931506378e-01 -1.172593797588148493e-09
3.473581213307240789e-01 -1.258540747916098472e-09
3.454011741682974090e-01 -1.344487692022529829e-09
3.434442270058708502e-01 -1.430434642350479807e-09
3.414872798434441803e-01 -1.516381592678429786e-09
3.395303326810175659e-01 -1.602328543006379972e-09
3.375733855185909515e-01 -1.688275493334329951e-09
3.356164383561643372e-01 -1.774222443662279930e-09
3.336594911937377783e-01 -1.860169381547192664e-09
3.317025440313111084e-01 -1.946116331875142643e-09
3.297455968688844941e-01 -2.032063282203092828e-09
