5.000000000000000000e-01 5.707659067640582024e-15
4.998779147845197057e-01 5.720577985448981691e-15
4.997558295690392449e-01 5.733699937513931753e-15
4.996337443535588396e-01 5.746977301661339339e-15
4.995116591380784898e-01 5.760289608175185300e-15
4.993895739225980845e-01 5.773741666277878459e-15
4.992674887071176792e-01 5.787227613309159879e-15
4.991454034916372184e-01 5.800747522469896567e-15
4.990233182761568131e-01 5.814302474357076174e-15
4.989012330606764078e-01 5.827967257852189334e-15
4.987791478451960026e-01 5.841665859917218591e-15
4.986570626297156528e-01 5.855398355849157440e-15
4.985349774142351365e-01 5.869164821141524349e-15
4.984128921987547312e-01 5.882965331484746146e-15
4.982908069832743814e-01 5.896799962766628970e-15
4.981687217677939761e-01 5.910668791072744019e-15
4.980466365523135708e-01 5.924573179741437593e-15
4.979245513368331655e-01 5.938559486685568660e-15
4.978024661213528157e-01 5.952579988102812583e-15
4.976803809058724104e-01 5.966634761700248885e-15
4.975582956903920051e-01 5.980723885382210182e-15
4.974362104749115998e-01 5.994847437250719999e-15
4.973141252594311390e-01 6.009005495605925854e-15
4.971920400439507337e-01 6.023198138946504734e-15
4.970699548284703284e-01 6.037425445970145878e-15
4.969478696129899231e-01 6.051687495573957039e-15
4.968257843975095733e-01 6.065984366854909404e-15
4.967036991820291680e-01 6.080316139110268308e-15
4.965816139665487627e-01 6.094682891838046833e-15
4.964595287510683019e-01 6.109084704737445203e-15
4.963374435355878966e-01 6.123521657709260199e-15
4.962153583201074913e-01 6.137993830856377413e-15
4.960932731046270860e-01 6.152502763940194543e-15
4.959711878891467363e-01 6.167073269395066400e-15
4.958491026736663310e-01 6.181679105242027320e-15
4.957270174581859257e-01 6.196320352864333054e-15
4.956049322427054649e-01 6.210997093848062590e-15
4.954828470272250596e-01 6.225709409982535462e-15
4.953607618117446543e-01 6.240457383260837132e-15
4.952386765962642490e-01 6.255241095880226041e-15
4.951165913807838992e-01 6.270060630242602193e-15
4.949945061653034939e-01 6.284916068954969427e-15
4.948724209498230886e-01 6.299807494829900846e-15
4.947503357343426278e-01 6.314734990886002667e-15
4.946282505188622225e-01 6.329698640348334681e-15
4.945061653033818172e-01 6.344698526648937217e-15
4.943840800879014119e-01 6.359734733427267378e-15
4.942619948724210621e-01 6.374807344530655794e-15
4.941399096569406568e-01 6.389916444014790980e-15
4.940178244414602515e-01 6.405062116144172145e-15
4.938957392259797907e-01 6.420244445392609330e-15
4.937736540104993854e-01 6.435463516443632033e-15
4.936515687950189801e-01 6.450719414191039841e-15
4.935294835795385748e-01 6.466012223739328408e-15
4.934073983640582250e-01 6.481342030404159622e-15
4.932853131485778198e-01 6.496708919712876728e-15
4.931632279330974145e-01 6.512112977404937412e-15
4.930411427176169537e-01 6.527554289432429718e-15
4.929190575021365484e-01 6.543032941960498822e-15
4.927969722866561431e-01 6.558549021367895288e-15
4.926748870711757378e-01 6.574102614247415254e-15
4.925528018556953880e-01 6.589693807406386370e-15
4.924307166402149827e-01 6.605322687867166360e-15
4.923086314247345774e-01 6.620989342867609233e-15
4.921865462092541166e-01 6.636695000892216729e-15
4.920644609937737113e-01 6.652448265949803293e-15
4.919423757782933060e-01 6.668239517275741980e-15
4.918202905628129007e-01 6.684068843157449670e-15
4.916982053473325509e-01 6.699936332099724120e-15
4.915761201318520346e-01 6.715842072825237004e-15
4.914540349163716293e-01 6.731786154274997760e-15
4.913319497008912795e-01 6.747768665608912106e-15
4.912098644854108742e-01 6.763789696206238790e-15
4.910877792699304689e-01 6.779849335666097617e-15
4.909656940544500636e-01 6.795947673807971163e-15
4.908436088389697138e-01 6.812084800672209648e-15
4.907215236234891975e-01 6.828260806520548425e-15
4.905994384080087922e-01 6.844475781836552902e-15
4.904773531925284424e-01 6.860729817326203088e-15
4.903552679770480371e-01 6.877023003918367692e-15
4.902331827615676318e-01 6.893355432765301902e-15
4.901110975460872266e-01 6.909727195243163296e-15
4.899890123306068768e-01 6.926138382952541956e-15
4.898669271151263604e-01 6.942589087718954298e-15
4.897448418996459552e-01 6.959079401593328219e-15
4.896227566841656054e-01 6.975609416852589221e-15
4.895006714686852001e-01 6.992179226000128206e-15
4.893785862532047948e-01 7.008788921766318968e-15
4.892565010377243895e-01 7.025438597109056197e-15
4.891344158222440397e-01 7.042128345214262718e-15
4.890123306067635234e-01 7.058858259496423545e-15
4.888902453912831181e-01 7.075628433599066302e-15
4.887681601758027683e-01 7.092438961395355235e-15
4.886460749603223630e-01 7.109289936988565313e-15
4.885239897448419577e-01 7.126181454712624971e-15
