5.000000000000000000e-01 1.000000000000000000e+00 0.000000000000000000e+00
4.960784313725490335e-01 9.999999959256573590e-01 4.078641840224103719e-09
4.921568627450980116e-01 9.999999956258186495e-01 4.756905456082660706e-09
4.882352941176470451e-01 9.999999946101049142e-01 5.562721178163387602e-09
4.843137254901960786e-01 9.999999936359189601e-01 6.498477662504776927e-09
4.803921568627450567e-01 9.999999900428185873e-01 7.548274185126315403e-09
4.764705882352940902e-01 9.999999829998336143e-01 8.748295161615322044e-09
4.725490196078431238e-01 9.999999761600844028e-01 1.016275276694863414e-08
4.686274509803921018e-01 9.999999694625397728e-01 1.172725268425699026e-08
4.647058823529411353e-01 9.999999655574048907e-01 1.363090785030106331e-08
4.607843137254901689e-01 9.999999651340563123e-01 1.595744731983136454e-08
4.568627450980391469e-01 9.999999643005850203e-01 1.868619197452813211e-08
4.529411764705881804e-01 9.999999633597502768e-01 2.181326101305765675e-08
4.490196078431372140e-01 9.999999599865795341e-01 2.539242326751174122e-08
4.450980392156861920e-01 9.999999547850083603e-01 2.943265398043956589e-08
4.411764705882353366e-01 9.999999467436719858e-01 3.407775477695094682e-08
4.372549019607842591e-01 9.999999374743948621e-01 3.950008981225365028e-08
4.333333333333333481e-01 9.999999315975947045e-01 4.651527700409904612e-08
4.294117647058823817e-01 9.999999266892791727e-01 5.485189384218977439e-08
4.254901960784314152e-01 9.999999170861229025e-01 6.383607898863792523e-08
4.215686274509803932e-01 9.999999116280793299e-01 7.404767212634722329e-08
4.176470588235294268e-01 9.999999123114438060e-01 8.579839374056191951e-08
4.137254901960784603e-01 9.999999025185564161e-01 1.001396260186425750e-07
4.098039215686274384e-01 9.999998836365996402e-01 1.172113953672402995e-07
4.058823529411764719e-01 9.999998597878665407e-01 1.368760284345714546e-07
4.019607843137255054e-01 9.999998352254027001e-01 1.594239871083395816e-07
3.980392156862744835e-01 9.999998112863108801e-01 1.852168083806167448e-07
3.941176470588235170e-01 9.999997882000266625e-01 2.148784698771497140e-07
3.901960784313725505e-01 9.999997610972595208e-01 2.496137815424662904e-07
3.862745098039215286e-01 9.999997270036191654e-01 2.905493854292752490e-07
3.823529411764705621e-01 9.999996808455524633e-01 3.392482287053341833e-07
3.784313725490195957e-01 9.999996189310816908e-01 3.973676874350602535e-07
3.745098039215685737e-01 9.999995451679318803e-01 4.644785772928593788e-07
3.705882352941176072e-01 9.999994679962698196e-01 5.397341995792233257e-07
3.666666666666666408e-01 9.999993783701213168e-01 6.286439651776525938e-07
3.627450980392156188e-01 9.999992710217149305e-01 7.341510802395895090e-07
3.588235294117646523e-01 9.999991490046964415e-01 8.553712069118557927e-07
3.549019607843136859e-01 9.999990110313947689e-01 9.936544293453743816e-07
3.509803921568626639e-01 9.999988438289192372e-01 1.159922025078803141e-06
3.470588235294116974e-01 9.999986527200021014e-01 1.350515250221338683e-06
3.431372549019607310e-01 9.999984294046078137e-01 1.573597383589490877e-06
3.392156862745097645e-01 9.999981695591582120e-01 1.833142846421420560e-06
3.352941176470587981e-01 9.999978675544833884e-01 2.135032237443128082e-06
3.313725490196078316e-01 9.999975140189796274e-01 2.488292283694210441e-06
3.274509803921567541e-01 9.999971044587484537e-01 2.897721169742383974e-06
3.235294117647058432e-01 9.999966249026938092e-01 3.377084341538691864e-06
3.196078431372548767e-01 9.999960687434953366e-01 3.933118798266016928e-06
3.156862745098038547e-01 9.999954186706361270e-01 4.583066239801563622e-06
